count,token
1,Polimec
1,Polimax
1,Polimatia
1,polilinguismo
1,polilexicais
1,poliláctico-oo-glicólico
1,polihidroxibutirato
1,poli-hidrâmnio
1,poliharmônica
1,Poligran
1,Poligrafico
1,Poligrafici
1,poligrafia
1,Poligonais
1,Polignoto
1,poligênese
1,poligâmica
1,poliglótico
1,Poliglotas
1,POLIGLOTA
1,poliglossia
1,poligaractoranases
1,POLIGAMIA
1,Poligamia
1,poligalactonurase
1,Poligalaceae
1,polifásico
1,polifórmicos
1,polifórmico
1,polifórmica
1,Polifonico
1,Polifonica
1,polifonias
1,Poliflor
1,polifito
1,polifenóide
1,Polifemos
1,POLIFEMO
1,polifacética
1,polietilenoterstalato
1,Polietileno
1,Poli-Esportivo
1,Polieng
1,polienergides
1,Poliebro
1,poliduto
1,Polidura
1,polidromico
1,Polidor
1,poli-diversa
1,POLIDAS
1,Polidamna
1,PolicyProjetos
1,policy-planning
1,policymaking
1,policy-makers
1,POLICY
1,poli-cultural
1,polictica
1,policrítica
1,Policárpio
1,policronia
1,policromáticos
1,policristal
1,policrata
1,Policourea
1,poli-coral
1,policopiado
1,policêntricas
1,policêntrica
1,policlorovinil
1,policloreto
1,policlorados
1,Policlínicas
1,policitemia
1,policistináceos
1,Policiou
1,Policinski
1,policimen
1,policiá-las
1,POLICIES
1,policiem
1,policicar
1,policica
1,policiavam
1,policiava
1,policiana
1,policiamentos
1,POLICIAMENTO
1,policiameno
1,policial-robô
1,Policial-Militares
1,policial-futebolística
1,policialescas
1,policial-científico
1,policial-caótico
1,Policial-ator
1,policial-alfarrabista
1,policial-
1,Policiais-torcedores
1,policiaispor
1,policiaisjunto
1,policiais-criminais
1,policiaiscontam
1,policiais-ciclistas
1,policiais-bandidos
1,policia-especial
1,polichinélica
1,Polichinelos
1,POLICHINELO
1,Políicas
1,policarpiana
1,policarboxilico
1,policarbonatos
1,Policano
1,policamente
1,PoliBrasil
1,Polibio
1,Polibase
1,poliastudo
1,polia-se
1,poliartrite
1,Poliarterite
1,poliarterite
1,polianteias
1,Polianteia
1,polianteia
1,Poliantea
1,Polian
1,Poliamina
1,poliamidas
1,'poliações
1,poliadenomegalia
1,polhas
1,polha
1,Polglase
1,polgar
1,polígama
1,polexia
1,Polevsky
1,polettone
1,POLETTO
1,Poleto
1,Poletini
1,'poletas
1,Polesso
1,polessa
1,Polerine
1,Polergarzinha
1,polenthe
1,polentas
1,pçolenta
1,polens
1,Polenguinho
1,polemologia
1,Polemizou
1,Polemizo
1,polemizavam
1,polemizassem
1,Polemiza-se
1,polemiza-se
1,polemizarem
1,polemizaram
1,polemizará
1,polemizador
1,polemizado
1,polemizada
1,Polemiza
1,polemizó
1,polemismo
1,Polemika
1,Polemico
1,polemico
1,polemicazinha
1,Polemica
1,Polemas
1,Polemar
1,poleman
1,POLEIRO
1,polegarzinha
1,Polegadas
1,poleame
1,POLE
1,poleá
1,Poldrinhos
1,Poldrinhas
1,poldrinha
1,Poldretas
1,Poldrestes
1,Poldokhtar
1,poldersehappen
1,Poldek
1,POLÍCRATES
1,Polck
1,PolíciaNo
1,Polícia-Missão
1,Polícial-Militar
1,Políciaias
1,políciaFelipe
1,polícia-crime
1,polícia-cidadã
1,polícia-bandido
1,PolÍcia
1,(Polícia
1,polícia/
1,polÃcia
1,polÍcia
1,polcia
1,polchete
1,polca-tango
1,Polícas
1,Políca
1,polícía
1,Polbeeg
1,Polaztur
1,Polaz
1,Polayne
1,POLATO
1,Polatch
1,Polastrini
1,Polastre
1,polarmente
1,Polarizou
1,polarizem
1,polarizariam
1,polarizaria
1,polarizando-se
1,Polarizando
1,Polarizada
1,polarismo
1,polarisações
1,Polaróides
1,polaróides
1,Polaramine
1,POLAR
1,polaquiúria
1,polaquinhas
1,POLANYI
1,Polany
1,Polanki
1,Polaniy
1,Polanczyk
1,Polamarçuck
1,Polak
1,polaina
1,Polacow
1,Polacos
1,polaco-americano
1,POLACK
1,polaciúria
1,Polacchini
1,pol6emica
1,Polí-
1,polí
1,Pokw
1,Pokrow-Pressiyatya-Bogovadis
1,Pokrovski
1,Pokroviskaia
1,Pokret
1,Pokphand
1,Pokopano
1,POKO
1,pokémons
1,pokémon
1,poket
1,Pokemon
1,Pokemón
1,pok
1,pão-jornal
1,Pojito
1,pojetos
1,pojeto
1,pojava
1,pojando
1,pojaduras
1,pojadas
1,poiétés
1,poitiers
1,Poiéticos
1,poitas
1,pois-tos
1,poissível
1,Époisse
1,poissarde
1,poisquejá
1,poisque
1,pois-pois
1,poispara
1,poisou-o
1,poisonous
1,Poiso
1,poisnão
1,pois-la
1,Pois'$'=Deus
1,poisavam
1,poisando
1,poisados
1,poisa
1,Poireaux
1,poiram-lhe
1,Poir
1,poiquilotermos
1,Poiqui
1,Poipu
1,poição
1,pointes
1,Point-Anti
1,Point-
1,(Point
1,poinsetias
1,poing
1,poincipal
1,poilus
1,Poilly-Fuisse
1,Poignant
1,Poighkeepsie
1,Poiezen
1,Poiesis
1,poiese
1,poien
1,Poids
1,poids
1,Poico
1,poibido
1,poiares
1,poiaram
1,poiar
1,Poiani
1,POIANAS
1,Poiana
1,poiado
1,poia
1,P.O.I.
1,Pohnybpey
1,Pohls
1,Pohlmann
1,Pohlig-Hechel
1,Pohlig
1,Pohku-i
1,Pohjoisranta
1,Poher
1,Pohang
1,Pohacontas
1,Pogue
1,pogs
1,pogrons
1,pogramação
1,pograma
1,po-graduacao
1,pogos
1,Pogorelski
1,Pogito
1,Pogio
1,pogetos
1,pão-ganho
1,pogando
1,poga
1,POFs
1,pão-folha
1,poezia
1,POEXISTÊNCIA
1,poexistencia@yahoo.com.br
1,Poets'Corner
1,Poetográfico
1,poetizava
1,poetizaras
1,poetização
1,poetizante
1,poetizando-se-lhe
1,poetizados
1,poetizadas
1,poetisão
1,poetismo
1,poetisher
1,poetisches
1,poetisado
1,poetics
1,Poetical
1,Poeth
1,Poete
1,poetava
1,poeta-'tadista
1,poetas-editores
1,poetas-bebês
1,poetasaiadagaveta@ig.com.br
1,Poetarum
1,poetaras
1,poeta-prestidigitador
1,poeta-político
1,poeta-pintor
1,poeta-personagem
1,poeta-operador
1,poeta-Odisseu
1,poetaço
1,Poetando
1,poetando
1,poetamos
1,poeta-ministro
1,Poetamenos
1,poeta-inventor
1,poeta-interventor
1,poeta-gráfica
1,Poetagem
1,poeta-filólogo
1,poeta-erê
1,poeta-designer
1,poeta.com
1,poeta-aviador
1,poeta-artista
1,poeta-anjo
1,poeta-acadêmico
1,poetaaaagem
1,Poeta:
1,poestas
1,Poessua
1,poessua
1,poessibilidade
1,Poesseu
1,poesseu
1,poesofia@sapo.pt
1,poíesis
1,POESILHA
1,Poesie
1,poesiasimplesmente@gmail.com
1,< poesia > Sentir vibrer toujours comme l'écho lointain D'une vie à laquelle on ne peut plus renaître
1,poesias-coisa
1,POESIAS
1,Poesias
1,< poesia > Nous allons devant nous comme des exilés Ne pouvant pas fouler deux fois la même place
1,poesia-metafísica
1,poesia-literatura
1,poesia@largodasletras.com.br
1,poesia-água
1,Poesia-Experiência
1,Poesia-Experi
1,Poesia-coisa
1,poesia-chão
1,poesiacanto
1,Poesia/BHZIP
1,poesia..
1,Poesi
1,Poertschach
1,Poerschke
1,Poersch
1,Poerio
1,poeque
1,poente391
1,POENTE
1,poemusicas
1,poemáticos
1,poemática
1,poemúsicas
1,poemúsica
1,POEMS
1,Poemário
1,Poemix
1,poeminhas
1,Poemeu
1,Poemetos
1,Poemes
1,Poeme-
1,<poema> «Verde no mar Anda à roda do vapor Ainda está para nascer Quem há de ser o meu amor »
1,<poema> «Tu a amar-me e ou a amar-te  Não sei qual será mais firme! Eu como sol a buscar-te; Tu como sombra a fugir-me »
1,<poema> «Tu a amar-me e eu a amar-te  Não sei qual será mais firme! Eu como sol a buscar-te; Tu como sombra a fugir-me!»
1,poema-teatral
1,Poemas(s)
1,poemas-pílula
1,poemas-objeto
1,poemas-minutos
1,poema-sinfônica
1,POEMASHOW
1,poemas-faixas
1,poemas-emblemas
1,<poema> «Se fores domingo à missa  Fica em lugar que eu te veja  Não faças andar meus olhos Em leilão por toda a igreja!»
1,poemas-dedicatórias
1,poemas-coisa
1,poemas-citação
1,poema-resposta
1,poema-mundo
1,poema-grafite
1,poema-glosa
1,poema-clip
1,Poema:-Cidade
1,poema-canto
1,Poem
1,Poelítica
1,poeliticamente
1,Poeirão
1,poeirentos
1,poeirazinha
1,poeirava
1,Poeiras
1,poeiranado
1,poeiral
1,poeiragem
1,poe.html
1,Poedeiras
1,Poecilia
1,Poeche
1,POE
1,poe-
1,podzolizados
1,PÃO-DURO
1,podésse
1,podsentar
1,pods
1,podrona
1,PODRÃO
1,Podrão
1,podérão
1,podridrão
1,podridão-de-raízes
1,PODRIDÃO
1,PODRIDAO
1,podridao
1,podriam
1,podres-poderes
1,PODRES
1,podrera
1,podreiras
1,podre179
1,PODRE
1,podríamos
1,podrè
1,Podou
1,podomatic
1,pododáctilo
1,Podocarpus
1,podobalismo
1,podêmos
1,podme
1,podólogos
1,podê-lo
1,Podkaminssky
1,Podivinsky
1,podio
1,podimos
1,Podictionary
1,podiatria
1,Podia-se-lhe
1,Podia-o
1,podia-nos
1,Podiam-se
1,podiam-me
1,Podiam-lhe
1,Podia-me
1,podia-me
1,po-diam
1,PODIA-
1,Podi
1,Podgolzin
1,Podgajci
1,podevoltar
1,podevestir
1,podetirar
1,podetia
1,podesubsistir
1,Podes-te
1,Podestad
1,podesses-te
1,podessemos
1,Podesse
1,podeserá
1,pode-ser
1,poderzinho
1,poderáser
1,poder-se-lhe
1,Poder-se
1,poders
1,poderrl
1,Poderozo
1,Poderozas
1,poderozamente
1,Poderosíssima
1,poderososo
1,poderãoser
1,PODEROSAS
1,poderão-lo
1,Podero
1,poderáo
1,podernos
1,Poderímos
1,Podermos
1,poder-lhe-ia
1,poder-lhe
1,poderiu
1,poderisíssimas
1,poderios
1,Poderio
1,poderião
1,Poderia-te
1,Poderia-se
1,poderiamser
1,PODERIAM
1,podeRIAM
1,pode-riam
1,pode-ria
1,poderfazer
1,PoderesA
1,poderáentrar
1,Poderíeis
1,Podereis
1,Podere
1,poder-dizer
1,Podería-se
1,poderase
1,poderar
1,Poderando
1,Poderamos
1,Poderam
1,poderações
1,Poder360
1,poderã
1,pão-de-pobre
1,podeoferecer-se
1,pode-nos
1,podenão
1,podendo-vos
1,podemser
1,podem-se-lhe
1,podemreduzir
1,podempesar
1,podemosviver
1,podemostirar-lhe
1,podemossentir
1,Podemosfazer
1,podemosdar
1,PODEMOS
1,pode-mos
1,Podemo-nos
1,Podemo-lo
1,Podemo
1,podemo
1,Podem-me
1,podem-me
1,podem-lhe
1,podemlançar
1,podem-Isoladamente
1,podemgovernar
1,podemestar
1,Podemeos
1,podemensinar
1,pode-me
1,podemdo
1,podemconhecer
1,Podematar
1,podematar
1,podel-o
1,pode-lhe
1,pãode-ló
1,podejogar
1,podeimaginar
1,podefingir
1,podeesconder
1,podedria
1,podedizer
1,podedesco-brir-
1,podederá
1,podedeixar
1,podeconsolar-nos
1,podeconservar
1,podecaber
1,Pão-de-Açucar
1,podealvergar
1,podeajudar
1,pão-de-açúcar
1,pode0m
1,pode-(
1,po-de
1,pão-de-
1,poddem
1,podcasters
1,PODCAST
1,Podbre
1,Podavam-se
1,podavam
1,Poda-se
1,podaria
1,podaram
1,podando-os
1,podando-lhe
1,Podando
1,podando
1,podam
1,Podalírio
1,podal
1,podadoras
1,podía
1,P.O.D
1,pão-d'
1,páo-d'
1,pocus
1,pocuo
1,Pocris
1,pocriar
1,Pocrane
1,Pocoty
1,Pocos
1,pocos
1,pão-com-manteiga
1,POCO
1,Pocket-show
1,Pocketful
1,pocket-book
1,POCKETbliin
1,pocka
1,pociveis
1,pocisionar
1,Pocinho
1,Pocilipo
1,pocilial
1,Pocilga
1,Pocidonio
1,Poci
1,pochés
1,pochi
1,pochettes
1,pochette
1,pochetezinha
1,pochetes
1,Pochete
1,pochet
1,Pochelepkna
1,pochele
1,épocha
1,pochê
1,époché
1,pocemo
1,poceinas
1,Pocciotti
1,poca-zoio
1,Pocas
1,pão-canoa
1,pocahontas
1,épocaentre
1,época50
1,Époc
1,pobris
1,pobrinhas
1,pobrezitos
1,Pobrezinhos
1,pobreZinho
1,Pobrezinhas
1,pobrezinbo
1,pobrezim
1,pobreza-
1,pobretrão
1,Pobresita
1,pobresita
1,pobresinho
1,pobres-estão
1,pobres-Emfim
1,pobres-do
1,pobresdo
1,pobres-coitados
1,pobres-a
1,pobre-etc-etc
1,pobrediabo
1,pobre-coitados
1,Pobrecito
1,pobre-bispo-rico
1,po-boy
1,pobles
1,poblemas
1,Poblema
1,poblano
1,poblana
1,POBLACIÓN
1,poça-zoio
1,poatrimonial
1,Poato
1,poarte
1,poamente
1,poama
1,poaias
1,Poa
1,po4-
1,Páo
1,Péo
1,P.o
1,poé
1,po-
1,péção
1,épo-
1,PNV
1,PNUFID
1,pntual
1,pénétrer
1,pnte
1,PÂNTANO
1,pênsum
1,pênsão
1,pênsis
1,Pênsil
1,PNS-
1,PNRM
1,PNPIC
1,PNPI
1,PNPE
1,PNPDRVR.DRV
1,pnpdrvr
1,PNP
1,pé-noY
1,pnori
1,pé-não-ante-pé
1,PNM-PE
1,pnmeira
1,pênlati
1,Pnix
1,Pénitence
1,Pínio
1,Pninfarina
1,pênicos
1,PânicoAs
1,pánico
1,Púnicas
1,púnicas
1,pânicas
1,póniac
1,píngue
1,Pánfilo
1,pênfigos
1,pneutórax
1,Pneus/PR
1,Pneushopping
1,pneunomia
1,Pneumus
1,Pneumovirus
1,pneumovagina
1,Pneumotórax
1,pneumotacômetro
1,pneumoperitôneo
1,Pneumopelvigrafia
1,pneumopatia
1,pneumopatas
1,PNEUMONITE
1,pneumonie
1,pneumoniazinhas
1,Pneumonias
1,pneumomediastino
1,Pneumologistas
1,pneumoconiozes
1,pneumoconiose
1,Pneumococos
1,pneumocócicas
1,pneumônicos
1,pneumónica
1,pneumômica
1,pneumectomia
1,pneumócitos
1,pneumatologia
1,pneumatique
1,pneumatica
1,Pneumatic
1,Pneucar
1,pnemotórax
1,pnemem
1,PNEB
1,PN-DST-AIDS
1,PNDS
1,PNDR
1,píndoba
1,PND-NR
1,PNDH-3
1,Pândego
1,pândega-chic
1,PNDE
1,PNDAE
1,PNDA
1,pncsa.Ufam@yahoo.com.br
1,PÂNCREAS
1,páncreas
1,píncipe
1,PNCFl-ywSj8
1,PNCD
1,Píncaros
1,PNCa
1,PNC-900
1,PNC025603
1,PNC000001
1,PNBL
1,PNBE-RJ
1,PNBe
1,PNB022887
1,PNB000001
1,Pnb.
1,pênates
1,PNATE
1,pênalts
1,PÊNALTIS
1,pénaltis
1,Pênalte
1,Pénales
1,PNAL
1,pénal
1,Pé-na-Jaca
1,pênaIte
1,PNAID
1,PNAEs
1,PNAEF
1,Pnad-IBGE
1,Pé-na-Cova
1,Pnabemp
1,péna
1,PN18/72
1,P.N.
1,p.n.
1,PM-Zito
1,Pómulo
1,PMsquale
1,PM.Segundo
1,PMSD
1,"PMs"""
1,PM's
1,Pms
1,pms
1,PM-RJ
1,PMR$
1,pámpano
1,pmp
1,PMNPE
1,PMNDB
1,PMN-BA
1,PM-MT
1,P.M.-Machinisme
1,PMM
1,pML0
1,PMH
1,PMESP
1,PMERJdaUPP
1,pmelo@cnpq #1->0
1,Pê-Melba
1,pmeiro
1,P-Medianas
1,pá-mecânica
1,PMEA
1,PMDM
1,PMDBV-SC
1,(PMDBSP)
1,PMDBSP
1,(Pmdb-Sp)
1,Pmdbsp
1,PMDB.RS
1,(PMDB-RO)
1,(Pmdb-Rn)
1,PMDB/RJ
1,PMDB-Rio
1,PMDB-PTB-PSD
1,PMDB-PSD-PL
1,PMDB-PSDB-PSD-PSB-PV
1,PMDB-PSDB-PSB
1,PMDB-PSDB-PL
1,(PMDB-PSDB)
1,PMDB-PSB-PDT
1,PMDB-PPR-PP-PPS
1,PMDB-PL-PSD-PTB
1,PMDB-PL
1,PMDB.PA
1,(PMDB-PA)
1,Pmdbmt
1,PMDB-Mato
1,PMDB.Ao
1,PMDB.AM
1,PMDB-a
1,PMD601
1,pmci@ufba #1->0
1,PMB-RS
1,PMBD-BA
1,PMBB
1,P.M.Bardi
1,PMAT
1,PMACI
1,Pmaci
1,PM-a
1,PM705
1,PM62
1,PM6
1,PM-3500
1,PM2-130/P.O
1,PM2
1,PM-001
1,PL-Z.
1,PLZ
1,Plymptom
1,Plymouths
1,plymouth
1,P.L.W.
1,PÓLVORA
1,Pélvis
1,pélvio
1,pélvicas
1,púlvera
1,Pluz
1,pluvioso
1,pluviometria
1,pluviam
1,Plutôt
1,plutôt
1,Plutonia
1,plutometria
1,plutão
1,plutônioThe
1,plutônio-238
1,plutônicos
1,plutônico
1,Plutônia
1,Plutarcos
1,plus-valia
1,PLUSTOUR
1,Plustour
1,plustot
1,pluss
1,Plusnetwork
1,plusieurs
1,plus-
1,Plurália
1,pluri-étnico
1,pluritemática
1,plurissemanal
1,plurissecular
1,pluriseptação
1,Plurisconsorcio
1,Pluripartidário
1,pluripartidárias
1,pluripartidarista
1,pluripapelismo
1,plurinominal
1,plurimae
1,plurigomada
1,plurigêmeos
1,plurifuncional
1,pluriforme
1,pluriexpressional
1,pluridisciplinares
1,pluriculturalidade
1,pluriaposentado
1,PLURIANUAL
1,PluriAnual
1,Plurianuais
1,Plurianial
1,pluriangular
1,Plurianaual
1,Pluri
1,pluri
1,pluralizar
1,Pluralização
1,pluralizados
1,pluralizada
1,pluraliza
1,plurality
1,Pluralista
1,PLURALISMO
1,pluralia
1,PLURAL
1,Plurabelle
1,Plur
1,Plunketts
1,PLUNA
1,Plumário
1,plumosos
1,Plummy
1,Plummet
1,plumitivos
1,plumígero
1,plumetis
1,Plumes
1,plumbum
1,Plumbridge
1,plumbeas
1,Plumb
1,Plumauzille
1,plumas-d'
1,PLUMAS
1,plumaços
1,plumage
1,PLUMA
1,Pluket
1,Pluhar
1,pluguei
1,Plugue
1,Plugou-se
1,plugou-se
1,plugo
1,Plug-ins
1,plug-ins
1,plugged
1,Plug-BMG
1,plugaram
1,Plugar
1,Plug-and-Play
1,plug-and-play
1,plugam
1,Plugados
1,PLUGADO
1,Plug-169
1,pluft
1,PL-UDN
1,Pluct
1,Pluciennik
1,éplucheurs
1,plublicado
1,Plubivendas
1,Plubicar
1,plõtzlich
1,plático
1,plática
1,plátéia
1,Põlten
1,PLT
1,plástico-musical
1,plástico-ideológicas
1,plástico-grafiteiro
1,Plásticas-Habilita
1,plásticas-configurações
1,plástica.com
1,plástic
1,plásmicos
1,Pláscidas
1,PLS-349/07
1,PLRN
1,PL-PSL
1,PL-PSDB
1,pálpitos
1,PÚLPITO
1,pálpitas
1,Pálpebras
1,pálpebas
1,(PL-PE)
1,PL-PC
1,PL-Partido
1,PLP-416/08
1,(PLP
1,Plowshare
1,Plovid
1,plov
1,Plouha
1,ploughs
1,ploughman
1,plough
1,Plotuki
1,Plotting
1,Plotters
1,Plotter
1,Plott
1,plotles
1,ploter
1,plotagem
1,plotadas
1,Plot
1,PÊLOS
1,PLOS
1,plos
1,plorúm
1,ploriferação
1,ploração
1,Plora
1,plãoque
1,Plooma
1,Plonsky
1,Pólonoroeste
1,Plonka
1,plongent
1,Plonczynska
1,pléon
1,plomados
1,PLOFT
1,Ploetzlichkeit
1,Ploenchit
1,pólo-econômico
1,Plo
1,plão
1,plântula
1,Plíno
1,PLÍNIOS
1,Plínios
1,PLÍNIA
1,Plínia
1,plínia
1,Plnen
1,Plnejamento
1,Plâncton
1,plánchas
1,(PL-MG)
1,Plúmbeo
1,Plúmbeas
1,P.L.L.P.
1,Pöllnitz
1,pllanos
1,PLJFLP7
1,Plje
1,pliysicos
1,plâit
1,plistoceno
1,plissés-soleil
1,plissé-soleil
1,Plissés
1,plissês
1,plisses
1,plissée
1,Plissados
1,Plisetskaye
1,plisados
1,PÓLIS
1,pólios
1,pliocênico
1,Plioceno
1,Pólio-Asínio
1,PÁLIO
1,Pálio
1,plinto
1,PLIN-PLIN
1,Plinianos
1,PLINE
1,PLIN
1,Plim-plom
1,Plim-plim
1,pliilosopliia
1,Plihal
1,Pligt
1,PLIERS
1,Pálidos
1,pólido
1,pálida.com
1,púlicos
1,púlico
1,pólices
1,plicas
1,plicação
1,plicadas
1,Plic
1,pliantastico
1,plêiada
1,PL-I.
1,pli
1,PL-GO
1,PLGA
1,PLG
1,PLF-MA
1,Pálffy
1,Pleyter
1,Pleyela
1,pleyela
1,Plexpel
1,plexos
1,plexiglás
1,plexiglas
1,plexidade
1,plexia
1,pleuvoir
1,pleut
1,pleurs
1,pleuroscopia
1,pleuro-pulmonares
1,pleurites
1,pleurite
1,Pleure
1,pletzl
1,Pletta
1,Pletskaya
1,Pletsch
1,Pletora
1,Pleticosa
1,pletéia
1,plethora
1,pletamente
1,plestoceno
1,Plessman
1,Plessey
1,Pleso
1,plesmptiva
1,plesmente
1,plesiosaurio
1,Plesiopithecus
1,(PL-ES)
1,Pâles
1,plerumque
1,pèlerin
1,Plequepleque
1,Pleper
1,pleos
1,Pleonasmos
1,Pleonasmo
1,plentário
1,pleníssima
1,Plenáro
1,plenário-mirim
1,PLENÁRIA
1,plenissima
1,plenipotenciarios
1,Plenipotenciario
1,pleniores
1,Pleninco
1,Plenilunio
1,PLENG
1,plenario
1,plenarias
1,Plenaria
1,plenamento
1,pólemos
1,pêle-mêle
1,pôlemica
1,Plekhanov
1,PLEITO
1,pleiteiem
1,pleitear-se
1,pleitearmos
1,pleitearei
1,Pleitear
1,PLEITEANTES
1,pleiteadores
1,pleitéara
1,pleistocena
1,pleiscito
1,Pleinmont
1,Pleiades
1,Pleiade
1,pleiade
1,pleiadas
1,plegárias
1,Plegas
1,Pledging
1,Pledge
1,pledge
1,plectuntur
1,Pleckanov
1,plebiscitários
1,Plebiscito:
1,plebiscitariamente
1,Plebis
1,plebeismos
1,Plebeia
1,Plebea
1,plebéa
1,Pleats
1,Pleasure-A
1,pleased
1,PLEASE
1,pleamar
1,Pleading
1,Pêle
1,pêle
1,pôlderes
1,plcural
1,Plácidos
1,Plácidio
1,plàcidamente
1,Pólícia
1,PL-CE
1,Plc.
1,PL.BA
1,Plazza
1,Plazos
1,plazo
1,Plazinha
1,Plazas
1,PLaza
1,Playzinho
1,Playware
1,PlayVision
1,PlayTV
1,Playtonic
1,play-suits
1,playstation
1,playsson
1,play-offs
1,play-off
1,PlayNorte
1,Playmobill
1,playmobil
1,Playmaking
1,playlists
1,Playlist
1,Playlands
1,playlands
1,PlayLand
1,PLAYHOUSE
1,playgroundezinho
1,PLAYGROUND
1,play-ground
1,playgrond
1,Play/Folha
1,Playfield
1,PLAYERS
1,Playedes
1,played
1,PLAYCORP
1,playcenter
1,playbwoys
1,playbwoy
1,Playbucho
1,playbozinho
1,playbozada
1,play-boys
1,playboy/Filhinho
1,PlayBoy
1,Play-boy
1,Playbou
1,playboizão
1,playbas
1,playbacks
1,Play-back
1,Playback
1,Playba
1,playaventura
1,Playa-mashcos
1,Plaxton
1,Plavsic
1,Plavnik
1,Plausíveis
1,plaustros
1,plaudique
1,plaudat
1,Platzpitz
1,Platzig
1,Platzeck
1,platyphyllum
1,Platycodon
1,Plattner
1,Plattes
1,PLATT
1,Platsburg
1,PLATOON
1,Platonow
1,platonizante
1,platonismos
1,Platonismo
1,Platonico
1,platonico
1,platonica
1,platoniana
1,PLATON
1,Platoh
1,Platão-Crito
1,Platão-
1,pálato
1,platónicos
1,platônico-hegeliana
1,Platônico
1,platónicamente
1,platónica
1,platirríneos
1,Platipus
1,Platiplanto
1,platinocianeto
1,Platinix
1,Platinismo
1,Platinense
1,Platinados
1,platinadas
1,Platilha
1,Platifiz
1,Platidia
1,platéia-cabeça
1,Plath-Poemas
1,Plather
1,platform
1,Plateu
1,Platões
1,Plates
1,plates
1,platensis
1,platenses
1,platense
1,PLATEIA
1,Plateaux
1,Platea
1,platéas
1,platas
1,Platalea
1,platafornas
1,PLATAFORMAS
1,plat
1,plat
1,plastrons
1,Plastrão
1,Plastivil
1,Plastitécnica
1,plastiquinho
1,plastimodelismo
1,plastilina
1,Plastiken
1,Plastigráficos
1,Plastificou
1,plastificou
1,plastificá-lo
1,Plastifica-se
1,Plastificação
1,plastificam
1,Plastificados
1,Plastificadora
1,Plasticultura
1,Plasticote
1,Plastico
1,plasticizar
1,Plasticity
1,plasticista
1,plasticidades
1,Plastici
1,PLASTICAS
1,plasticando
1,Plasticalango
1,plasticado
1,plasticada
1,Plastec
1,Plastídios
1,Plastamp
1,plasta
1,Plassat
1,plasplas
1,plasmáveis
1,plasmótico
1,plasmou-se
1,plasmoterapia
1,plasmossomo
1,plasmodium
1,Plasmodesmo
1,plasmocitária
1,plasmo
1,plasmá-los
1,plasminogênio
1,plasmidios
1,Plasmel
1,plasmídio
1,Plasmatics
1,Plasma-se
1,Plasmas
1,plasmara
1,plasmando-se
1,plasmam
1,plasmagem
1,plasmados
1,plasmadas
1,PLASMA
1,plaúsivel
1,Plasido
1,plasia
1,Plas
1,plas
1,Plaquinha
1,plaquetinhas
1,Plaqueta
1,plaqueiros
1,Péla-Porco
1,PL-AP
1,plação
1,Planuras
1,planuras-
1,Planub
1,plantável
1,Plantávamos
1,planturosos
1,planturosidade
1,plantou-me
1,plantou-as
1,Plantonita
1,Plantonistas
1,Plantonista
1,plantâmo
1,Plantion
1,Plantinha
1,plantificou
1,plantígrado
1,plantófila
1,Plante-se
1,Planteo
1,Plantem
1,Plantejamento
1,plantei-me
1,plantei-as
1,planteiam
1,planteia
1,planète
1,plantavão
1,plantava-me
1,plantations
1,plantaste
1,plantas-piloto
1,plantasdiversas
1,plantas-armadilhas
1,plantarão
1,plantariam
1,Plantaria
1,plantarem-se
1,plantareis
1,Plantarei
1,plantara-se
1,planta-patógeno
1,plantaçãozinha
1,plantação-colheita
1,plantando-se-lhe
1,Plantando-se
1,plantando-os
1,plantando-lhe
1,planta-mãe
1,plantal-o
1,plantal-las
1,plantai
1,Planta-Herbívoro
1,Plantagenetas
1,Plantageneta
1,plantaçõesde
1,plantadoscerca
1,Plantados
1,PLANTADORES
1,plantadinha
1,planta-anã
1,planque
1,planozinho
1,planou
1,plano-surpresa
1,planos-travesseiro
1,planos-seqüência
1,planos-empresa
1,planosde
1,Planor
1,plano-proteção
1,Plano-piloto
1,plano-pacote
1,PlanoNacional
1,plano-milagreiro
1,plano-já
1,Plano-Diretor
1,plano-de-guerra
1,planode
1,plano-convexas
1,plano-côncavas
1,plano-cilíndrica
1,(Plano
1,Planner
1,planner
1,planned
1,Planlato
1,Planitos
1,Planisul
1,planistas
1,Planissul
1,planisferios
1,Planipotenciarios
1,Planipotenciario
1,planipotenciario
1,planinhos
1,PLANING
1,planimetrias
1,planimetria
1,planilhado
1,planigráfica
1,planigrafia
1,planificou
1,planificá-los
1,Planificar
1,planificando
1,Planificados
1,Planificacão
1,planificación
1,planifica
1,Planidro
1,PLANICON
1,planice
1,planiava
1,plangências
1,Plangman
1,plangiam
1,Plangeuff
1,plangeu
1,plangentíssimo
1,plangentíssima
1,plangendo
1,plangeando
1,PLANFOR
1,planfletário
1,planfletos
1,planfleto
1,planfetária
1,Planex
1,planets
1,PLANETÁRIO
1,Planetárias
1,planeto
1,planetinhas
1,planetóide
1,Planetes
1,Planete
1,planetarizou
1,planetarizado
1,planetaristas
1,Planetariamente
1,planeta-presídio
1,planeta-anão
1,PlaNET
1,planer
1,Planeou-se
1,Planelta
1,planejáveis
1,planejoua
1,Planejei
1,planejavamos
1,planejar-se
1,planejarem-se
1,Planejanto
1,planejamentoparticipativo
1,planejamento-continuidade
1,Planejamento-é
1,Planejados
1,Planejadora
1,planejadamente
